Details,Posting Date,Description,Amount,Type,Balance,Check or Slip #
DEBIT,01/13/2025,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:250113 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000027904273 EED:250113   IND ID:TrnWise                      IND NAME:Waiz Media                                                                                                   65534626 TRN: 0137904273TC",-450.00,MISC_DEBIT,3912.77,,
DEBIT,01/13/2025,"HIGHLEVEL INC. GOHIGHLEVEL.C TX              01/11",-100.00,DEBIT_CARD,4362.77,,
CREDIT,01/13/2025,"ORIG CO NAME:STRIPE                 ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000019867085 EED:250113   IND ID:ST-H7B0D1L5R3L3              IND NAME:GABRIEL GOERTZEN TRN: 0139867085TC",2038.80,ACH_CREDIT,4462.77,,
DEBIT,01/09/2025,"Online Realtime Transfer to Gabes Personal  6302 transaction#: 23330325336 reference#: 9330325336RX 01/09",-8000.00,ACCT_XFER,2423.97,,
DEBIT,01/09/2025,"OPUS VIRTUAL OFFICES L 561-9886900 FL        01/08",-99.00,DEBIT_CARD,10423.97,,
CREDIT,01/09/2025,"ORIG CO NAME:STRIPE                 ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000016961792 EED:250109   IND ID:ST-X9P4M4R8R7D0              IND NAME:GABRIEL GOERTZEN TRN: 0096961792TC",6262.65,ACH_CREDIT,10522.97,,
DEBIT,01/08/2025,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:250108 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000028801626 EED:250108   IND ID:TrnWise                      IND NAME:Waiz Media                                                                                                   65304347 TRN: 0088801626TC",-1000.00,MISC_DEBIT,4260.32,,
DEBIT,01/08/2025,"WWW.MAKE.COM WWW.MAKE.COM NY                 01/08",-34.12,DEBIT_CARD,5260.32,,
DEBIT,01/07/2025,"WWW.MAKE.COM WWW.MAKE.COM NY                 01/07",-11.10,DEBIT_CARD,5294.44,,
DEBIT,01/07/2025,"SLACK T07E9KEFKEH HTTPSSLACK.CO CA           01/07",-35.00,DEBIT_CARD,5305.54,,
DEBIT,01/07/2025,"M&M HELTON ENTERPRIS HOTPROSPECTOR NV        01/07",-497.00,DEBIT_CARD,5340.54,,
DEBIT,01/02/2025,"Online Realtime Transfer to Gabes Personal  6302 transaction#: 23253467586 reference#: 9253467586RX 01/02",-3000.00,ACCT_XFER,5837.54,,
DEBIT,01/02/2025,"HIGHLEVEL INC. HTTPSGOHIGHLE TX              01/01",-100.00,DEBIT_CARD,8837.54,,
DEBIT,12/31/2024,"MONTHLY SERVICE FEE",-15.00,FEE_TRANSACTION,8937.54,,
CREDIT,12/30/2024,"ORIG CO NAME:STRIPE                 ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000012898647 EED:241230   IND ID:ST-S0H3G3Z2M4F6              IND NAME:GABRIEL GOERTZEN TRN: 3652898647TC",1448.70,ACH_CREDIT,8952.54,,
DEBIT,12/26/2024,"Online Realtime Transfer to Gabes Personal  6302 transaction#: 23176591040 reference#: 9176591040RX 12/26",-6000.00,ACCT_XFER,7503.84,,
DEBIT,12/26/2024,"TFU/CALLCENTERMASTERY HIGH WYCOMBE           12/25",-497.00,DEBIT_CARD,13503.84,,
CREDIT,12/24/2024,"ORIG CO NAME:STRIPE                 ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000017665707 EED:241224   IND ID:ST-B1E2O8S6B3V1              IND NAME:GABRIEL GOERTZEN TRN: 3597665707TC",2038.80,ACH_CREDIT,14000.84,,
DEBIT,12/23/2024,"ORIG CO NAME:STRIPE                 ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000019275460 EED:241223   IND ID:ST-K1A3O6Z1P7T0              IND NAME:GABRIEL GOERTZEN TRN: 3589275460TC",-10.50,ACH_DEBIT,11962.04,,
DEBIT,12/23/2024,"HIGHLEVEL INC. GOHIGHLEVEL.C TX              12/20",-100.00,DEBIT_CARD,11972.54,,
DEBIT,12/20/2024,"NOTION LABS, INC. NOTION.SO CA               12/19",-46.00,DEBIT_CARD,12072.54,,
DEBIT,12/19/2024,"HIGHLEVEL AGENCY SUB GOHIGHLEVEL.C TX        12/18",-297.00,DEBIT_CARD,12118.54,,
CREDIT,12/18/2024,"ORIG CO NAME:STRIPE                 ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000014451326 EED:241218   IND ID:ST-J5N3R0K1V4K0              IND NAME:GABRIEL GOERTZEN TRN: 3534451326TC",2038.80,ACH_CREDIT,12415.54,,
DEBIT,12/17/2024,"WWW.APPOINTWISE.IO BILLINGSHURST             12/17",-297.00,DEBIT_CARD,10376.74,,
DEBIT,12/17/2024,"HIGHLEVEL INC. HTTPSGOHIGHLE TX              12/16",-100.00,DEBIT_CARD,10673.74,,
CREDIT,12/17/2024,"ORIG CO NAME:STRIPE                 ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000013040418 EED:241217   IND ID:ST-S1N8H0H5E1Z0              IND NAME:GABRIEL GOERTZEN TRN: 3523040418TC",1397.15,ACH_CREDIT,10773.74,,
DEBIT,12/16/2024,"OPUS VIRTUAL OFFICES L 561-9886900 FL        12/14",-199.00,DEBIT_CARD,9376.59,,
DEBIT,12/16/2024,"TWILIO INC TWILIO.COM CA                     12/13",-100.00,DEBIT_CARD,9575.59,,
DEBIT,12/16/2024,"TWILIO INC TWILIO.COM CA                     12/13",-100.00,DEBIT_CARD,9675.59,,
DEBIT,12/13/2024,"HUBSTAFF.COM HTTPSHUBSTAFF IN                12/13",-24.30,DEBIT_CARD,9775.59,,
DEBIT,12/13/2024,"TWILIO INC SAN FRANCISCO CA                  12/12",173.74,DEBIT_CARD,9799.89,,
DEBIT,12/12/2024,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:241212 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000026376163 EED:241212   IND ID:TrnWise                      IND NAME:Waiz Media                                                                                                   63876741 TRN: 3476376163TC",-807.77,MISC_DEBIT,9626.15,,
DEBIT,12/12/2024,"Online Realtime Transfer to Gabes Personal  6302 transaction#: 23023234275 reference#: 9023234275RX 12/12",-5000.00,ACCT_XFER,10433.92,,
CREDIT,12/12/2024,"ORIG CO NAME:STRIPE                 ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000014415285 EED:241212   IND ID:ST-S3S9C2Z6X3K5              IND NAME:GABRIEL GOERTZEN TRN: 3474415285TC",1400.40,ACH_CREDIT,15433.92,,
DEBIT,12/11/2024,"HIGHLEVEL INC. HTTPSGOHIGHLE TX              12/11",-100.00,DEBIT_CARD,14033.52,,
CREDIT,12/11/2024,"ORIG CO NAME:STRIPE                 ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000016095201 EED:241211   IND ID:ST-H2F7D4J2M2Y1              IND NAME:GABRIEL GOERTZEN TRN: 3466095201TC",9514.90,ACH_CREDIT,14133.52,,
DEBIT,12/10/2024,"ORIG CO NAME:STRIPE                 ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000010682929 EED:241210   IND ID:ST-L4T2S8U3Z3V4              IND NAME:GABRIEL GOERTZEN TRN: 3450682929TC",-10.00,ACH_DEBIT,4618.62,,
DEBIT,12/10/2024,"TWILIO INC TWILIO.COM CA                     12/09",-200.00,DEBIT_CARD,4628.62,,
DEBIT,12/09/2024,"WWW.MAKE.COM WWW.MAKE.COM NY                 12/08",-34.12,DEBIT_CARD,4828.62,,
DEBIT,12/09/2024,"SLACK T07E9KEFKEH HTTPSSLACK.CO CA           12/07",-35.00,DEBIT_CARD,4862.74,,
DEBIT,12/09/2024,"M&M HELTON ENTERPRIS HTTPSHOTPROSP NV        12/07",-497.00,DEBIT_CARD,4897.74,,
CREDIT,12/09/2024,"ORIG CO NAME:STRIPE                 ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000014725867 EED:241209   IND ID:ST-R9Z4H1W3N4X5              IND NAME:GABRIEL GOERTZEN TRN: 3444725867TC",2912.40,ACH_CREDIT,5394.74,,
DEBIT,12/06/2024,"HIGHLEVEL INC. GOHIGHLEVEL.C TX              12/06",-100.00,DEBIT_CARD,2482.34,,
DEBIT,12/05/2024,"WWW.MAKE.COM WWW.MAKE.COM NY                 12/05",-11.10,DEBIT_CARD,2582.34,,
CREDIT,12/05/2024,"ORIG CO NAME:STRIPE                 ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000019627048 EED:241205   IND ID:ST-V9Y8Z7Q6K5S9              IND NAME:GABRIEL GOERTZEN TRN: 3409627048TC",866.80,ACH_CREDIT,2593.44,,
DEBIT,12/04/2024,"HIGHLEVEL INC. GOHIGHLEVEL.C TX              12/03",-100.00,DEBIT_CARD,1726.64,,
CREDIT,12/04/2024,"ORIG CO NAME:Upwork Escrow In       ORIG ID:4371551996 DESC DATE:       CO ENTRY DESCR:EDI PYMNTSSEC:CCD    TRACE#:091000016566979 EED:241204   IND ID:RF758526043                  IND NAME:Gabriel Goertzen                                                                                             EDI TRN: 3396566979TC",107.99,MISC_CREDIT,1826.64,,
DEBIT,12/03/2024,"WWW.MAKE.COM WWW.MAKE.COM NY                 12/03",-11.10,DEBIT_CARD,1718.65,,
DEBIT,12/03/2024,"ORIG CO NAME:Upwork Escrow In       ORIG ID:6371551996 DESC DATE:       CO ENTRY DESCR:EDI PYMNTSSEC:CCD    TRACE#:091000015403602 EED:241203   IND ID:ACD758526992                 IND NAME:Gabriel Goertzen                                                                                             EDI TRN: 3385403602TC",-103.00,MISC_DEBIT,1729.75,,
DEBIT,12/02/2024,"Online Realtime Transfer to Gabes Personal  6302 transaction#: 22902544102 reference#: 9902544102RX 12/02",-2000.00,ACCT_XFER,1832.75,,
DEBIT,11/29/2024,"MONTHLY SERVICE FEE",-15.00,FEE_TRANSACTION,3832.75,,
DEBIT,11/29/2024,"Online Realtime Transfer to Gabes Personal  6302 transaction#: 22875318257 reference#: 9875318257RX 11/29",-5000.00,ACCT_XFER,3847.75,,
DEBIT,11/29/2024,"HIGHLEVEL INC. HTTPSGOHIGHLE TX              11/28",-100.00,DEBIT_CARD,8847.75,,
DEBIT,11/29/2024,"ORIG CO NAME:Upwork Escrow In       ORIG ID:6371551996 DESC DATE:       CO ENTRY DESCR:EDI PYMNTSSEC:CCD    TRACE#:091000010462277 EED:241129   IND ID:ACD756707038                 IND NAME:Gabriel Goertzen                                                                                             EDI TRN: 3340462277TC",-107.99,MISC_DEBIT,8947.75,,
DEBIT,11/29/2024,"WWW.MAKE.COM WWW.MAKE.COM NY                 11/28",-11.10,DEBIT_CARD,9055.74,,
CREDIT,11/27/2024,"ORIG CO NAME:STRIPE                 ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000013396149 EED:241127   IND ID:ST-O6J3F2S7R1J7              IND NAME:GABRIEL GOERTZEN TRN: 3323396149TC",1456.20,ACH_CREDIT,9066.84,,
DEBIT,11/26/2024,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:241126 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000029088808 EED:241126   IND ID:TrnWise                      IND NAME:Waiz Media                                                                                                   62969661 TRN: 3319088808TC",-422.00,MISC_DEBIT,7610.64,,
DEBIT,11/26/2024,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:241126 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000029088798 EED:241126   IND ID:TrnWise                      IND NAME:Waiz Media                                                                                                   62969515 TRN: 3319088798TC",-472.00,MISC_DEBIT,8032.64,,
DEBIT,11/25/2024,"TFU/CALLCENTERMASTERY HIGH WYCOMBE           11/25",-497.00,DEBIT_CARD,8504.64,,
DEBIT,11/25/2024,"HIGHLEVEL INC. GOHIGHLEVEL.C TX              11/24",-100.00,DEBIT_CARD,9001.64,,
CREDIT,11/22/2024,"ORIG CO NAME:STRIPE                 ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000010064409 EED:241122   IND ID:ST-S3Z6W0S0N2T6              IND NAME:GABRIEL GOERTZEN TRN: 3270064409TC",2912.70,ACH_CREDIT,9101.64,,
DEBIT,11/20/2024,"Online Realtime Transfer to Gabes Personal  6302 transaction#: 22777452244 reference#: 9777452244RX 11/20",-2000.00,ACCT_XFER,6188.94,,
DEBIT,11/20/2024,"NOTION LABS, INC. NOTION.SO CA               11/19",-46.00,DEBIT_CARD,8188.94,,
CREDIT,11/20/2024,"ORIG CO NAME:STRIPE                 ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000019331847 EED:241120   IND ID:ST-J1R2U6D7Q3Y5              IND NAME:GABRIEL GOERTZEN TRN: 3259331847TC",1593.60,ACH_CREDIT,8234.94,,
DEBIT,11/19/2024,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:241119 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000023136710 EED:241119   IND ID:TrnWise                      IND NAME:Waiz Media                                                                                                   62621358 TRN: 3243136710TC",-300.00,MISC_DEBIT,6641.34,,
DEBIT,11/19/2024,"Online Realtime Transfer to Gabes Personal  6302 transaction#: 22767726848 reference#: 9767726848RX 11/19",-2000.00,ACCT_XFER,6941.34,,
DEBIT,11/19/2024,"Online Realtime Transfer to Gabes Personal  6302 transaction#: 22767664774 reference#: 9767664774RX 11/19",-1000.00,ACCT_XFER,8941.34,,
DEBIT,11/19/2024,"HIGHLEVEL AGENCY SUB GOHIGHLEVEL.C TX        11/18",-297.00,DEBIT_CARD,9941.34,,
DEBIT,11/18/2024,"HIGHLEVEL INC. GOHIGHLEVEL.C TX              11/18",-100.00,DEBIT_CARD,10238.34,,
CREDIT,11/18/2024,"ORIG CO NAME:STRIPE                 ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000016210390 EED:241118   IND ID:ST-A8G4W1Y4R1V3              IND NAME:GABRIEL GOERTZEN TRN: 3236210390TC",5436.70,ACH_CREDIT,10338.34,,
DEBIT,11/14/2024,"SQSP* INV157545761 HTTPSSQUARESP NY          11/14",-11.75,DEBIT_CARD,4901.64,,
DEBIT,11/14/2024,"NOTION LABS, INC. NOTION.SO CA               11/13",-1.99,DEBIT_CARD,4913.39,,
DEBIT,11/13/2024,"HUBSTAFF.COM HTTPSHUBSTAFF IN                11/13",-24.30,DEBIT_CARD,4915.38,,
DEBIT,11/13/2024,"HIGHLEVEL INC. GOHIGHLEVEL.C TX              11/13",-100.00,DEBIT_CARD,4939.68,,
DEBIT,11/13/2024,"ADSPY LONDON                                 11/12",-149.00,DEBIT_CARD,5039.68,,
DEBIT,11/13/2024,"GUMROAD.CO* SOLT WAGNE GUMROAD.COM CA        11/12",-29.00,DEBIT_CARD,5188.68,,
CREDIT,11/13/2024,"ORIG CO NAME:STRIPE                 ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000016923101 EED:241113   IND ID:ST-D0C5K9H6D6B8              IND NAME:GABRIEL GOERTZEN TRN: 3186923101TC",3009.50,ACH_CREDIT,5217.68,,
DEBIT,11/12/2024,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:241112 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000022150882 EED:241112   IND ID:TrnWise                      IND NAME:Waiz Media                                                                                                   62254681 TRN: 3172150882TC",-355.09,MISC_DEBIT,2208.18,,
DEBIT,11/12/2024,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:241112 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000022150862 EED:241112   IND ID:TrnWise                      IND NAME:Waiz Media                                                                                                   62254241 TRN: 3172150862TC",-356.17,MISC_DEBIT,2563.27,,
CREDIT,11/12/2024,"ORIG CO NAME:STRIPE                 ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000011637727 EED:241112   IND ID:ST-J2T7M5N3T5S1              IND NAME:GABRIEL GOERTZEN TRN: 3171637727TC",1931.70,ACH_CREDIT,2919.44,,
DEBIT,11/08/2024,"WWW.MAKE.COM WWW.MAKE.COM NY                 11/08",-34.12,DEBIT_CARD,987.74,,
DEBIT,11/08/2024,"HIGHLEVEL INC. GOHIGHLEVEL.C TX              11/07",-100.00,DEBIT_CARD,1021.86,,
DEBIT,11/07/2024,"SLACK T07E9KEFKEH HTTPSSLACK.CO CA           11/07",-35.28,DEBIT_CARD,1121.86,,
DEBIT,11/07/2024,"WWW.MAKE.COM WWW.MAKE.COM NY                 11/06",-11.10,DEBIT_CARD,1157.14,,
DEBIT,11/06/2024,"CHRIS NOTION CONSUL... ABU DHABI             11/05",-75.00,DEBIT_CARD,1168.24,,
DEBIT,11/04/2024,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:241104 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000025168377 EED:241104   IND ID:TrnWise                      IND NAME:Waiz Media                                                                                                   61693080 TRN: 3095168377TC",-450.00,MISC_DEBIT,1243.24,,
DEBIT,11/04/2024,"Online Realtime Transfer to Gabes Personal  6302 transaction#: 22604840177 reference#: 9604840177RX 11/04",-2500.00,ACCT_XFER,1693.24,,
DEBIT,11/04/2024,"Online Realtime Transfer to Gabes Personal  6302 transaction#: 22604810455 reference#: 9604810455RX 11/04",-10000.00,ACCT_XFER,4193.24,,
DEBIT,11/04/2024,"Online Realtime Transfer to Gabes Personal  6302 transaction#: 22593630710 reference#: 9593630710RX 11/04",-500.00,ACCT_XFER,14193.24,,
DEBIT,11/04/2024,"HIGHLEVEL INC. HTTPSGOHIGHLE TX              11/02",-100.00,DEBIT_CARD,14693.24,,
CREDIT,11/04/2024,"ORIG CO NAME:STRIPE                 ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000019670584 EED:241104   IND ID:ST-K2T3A5T8E8U5              IND NAME:GABRIEL GOERTZEN TRN: 3099670584TC",13165.40,ACH_CREDIT,14793.24,,
CREDIT,11/04/2024,"REAL TIME PAYMENT CREDIT RECD FROM ABA/CONTR BNK-121000248  FROM: BNF-STRIPE REF: ST-FSGNB4XWPYU4K INFO: TEXT-RmtInf-OBI*ST-FSGNB4XWPYU4KKCBCFTB WAIZMEDIA IID: 20241102121000248P1BZWFA60441016815 RECD: 08:48:22 TRN: 0309410307GA",900.00,MISC_CREDIT,1627.84,,
DEBIT,11/01/2024,"WWW.MAKE.COM WWW.MAKE.COM NY                 10/31",-11.10,DEBIT_CARD,727.84,,
DEBIT,10/31/2024,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:241031 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000023553039 EED:241031   IND ID:TrnWise                      IND NAME:Waiz Media                                                                                                   61595714 TRN: 3053553039TC",-1749.31,MISC_DEBIT,738.94,,
DEBIT,10/29/2024,"Online Realtime Transfer to Gabes Personal  6302 transaction#: 22532833900 reference#: 9532833900RX 10/29",-4000.00,ACCT_XFER,2488.25,,
DEBIT,10/29/2024,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:241029 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000029218968 EED:241029   IND ID:TrnWise                      IND NAME:Waiz Media                                                                                                   61424141 TRN: 3039218968TC",-55.87,MISC_DEBIT,6488.25,,
DEBIT,10/29/2024,"HIGHLEVEL INC. HTTPSGOHIGHLE TX              10/28",-100.00,DEBIT_CARD,6544.12,,
CREDIT,10/29/2024,"ORIG CO NAME:STRIPE                 ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000016124480 EED:241029   IND ID:ST-R4Y9J4Y4V8X9              IND NAME:GABRIEL GOERTZEN TRN: 3036124480TC",1456.20,ACH_CREDIT,6644.12,,
DEBIT,10/28/2024,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:241028 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000020814670 EED:241028   IND ID:TrnWise                      IND NAME:Waiz Media                                                                                                   61333440 TRN: 3020814670TC",-45.17,MISC_DEBIT,5187.92,,
DEBIT,10/28/2024,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:241028 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000020811860 EED:241028   IND ID:TrnWise                      IND NAME:Waiz Media                                                                                                   61390232 TRN: 3020811860TC",-400.00,MISC_DEBIT,5233.09,,
DEBIT,10/28/2024,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:241028 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000020811856 EED:241028   IND ID:TrnWise                      IND NAME:Waiz Media                                                                                                   61390191 TRN: 3020811856TC",-400.00,MISC_DEBIT,5633.09,,
CREDIT,10/28/2024,"REAL TIME PAYMENT CREDIT RECD FROM ABA/CONTR BNK-121000248  FROM: BNF-STRIPE REF: ST-ASHBRF911F5NI INFO: TEXT-RmtInf-ST-ASHBRF911F5NIIJ3IFEB WAIZMEDIA IID: 20241028121000248P1BZWFC59229606415 RECD: 18:53:35 TRN: 0748160302GC",4757.00,MISC_CREDIT,6033.09,,
DEBIT,10/25/2024,"TFU/CALLCENTERMASTERY HIGH WYCOMBE           10/25",-497.00,DEBIT_CARD,1276.09,,
DEBIT,10/24/2024,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:241024 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000025582627 EED:241024   IND ID:TrnWise                      IND NAME:Waiz Media                                                                                                   61225226 TRN: 2985582627TC",-200.00,MISC_DEBIT,1773.09,,
DEBIT,10/24/2024,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:241024 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000029138645 EED:241024   IND ID:TrnWise                      IND NAME:Waiz Media                                                                                                   61201005 TRN: 2989138645TC",-171.00,MISC_DEBIT,1973.09,,
DEBIT,10/23/2024,"Online Realtime Transfer to Gabes Personal  6302 transaction#: 22473550674 reference#: 9473550674RX 10/23",-2000.00,ACCT_XFER,2144.09,,
